title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Heteronuclear Rh‐La Dual‐Atom Sites Enable Pathway‐Controlled Hydrogen Production in Ethanol Steam Reforming,https://onlinelibrary.wiley.com/doi/10.1002/anie.2800335?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-07-19 10:24:36 UTC,2026-07-19 10:24:36+00:00,10.1002/anie.2800335,Hong He,"ABSTRACT
                  
                    Achieving kinetic matching among elementary steps is critical for optimizing catalytic performance in complex reactions, yet rationally designing active sites to regulate distinct step kinetics remains a challenge. In ethanol steam reforming (ESR), an important route for sustainable hydrogen production, intrinsic ineffective kinetic coupling of C–C cleavage and water activation often leads to side reactions and deactivation. Here, we designed heteronuclear Rh–La dual‐atom sites with complementary functions, where Rh governs C–C bond activation and carbon‐intermediate transformation, while La promotes water activation. These sites are constructed via electronic metal–support interactions (EMSIs), where isolated La atoms anchored on Al
                    2
                    O
                    3
                    electronically stabilize adjacent Rh atoms to form well‐defined Rh–La pairs. This electronic cooperation enhances water activation and redirects the water–gas shift reaction from a redox route to a lower‐barrier carboxylate‐mediated route. Consequently, downstream CO conversion is accelerated to match upstream CO generation from C‐C cleavage, enabling kinetic synchronization of key sequential steps. This leads to pathway‐controlled hydrogen production with the highest reported H
                    2
                    production rate (80.5 L g
                    −1
                    h
                    −1
                    ) to date and exceptional long‐term stability. Furthermore, this strategy can be extended to other metal combinations, including Pd–La, Pt–La, and Ir–La, suggesting a general approach for designing cooperative catalytic sites for complex multistep reactions.",crossref,0
Correction to “Sono‐Triggered Cascade Lactate Depletion by Semiconducting Polymer Nanoreactors for Cuproptosis‐Immunotherapy of Pancreatic Cancer”,https://onlinelibrary.wiley.com/doi/10.1002/anie.2536622?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-07-19 10:26:10 UTC,2026-07-19 10:26:10+00:00,10.1002/anie.2536622,,,,0
Cyclic P3O93– Trimer: A Network Former for Amorphous Superionic Conductors in Sodium Solid‐State Batteries,https://onlinelibrary.wiley.com/doi/10.1002/anie.4295699?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-07-19 10:28:06 UTC,2026-07-19 10:28:06+00:00,10.1002/anie.4295699,Fuqiang Huang,"ABSTRACT
                  
                    Achieving solid‐state electrolytes (SSEs) that combine fast Na
                    +
                    conduction, high‐voltage stability, and deformability remains a formidable challenge for all‐solid‐state sodium‐ion batteries (ASSNIBs). Here, we introduce a cyclic trimetaphosphate anion (P
                    3
                    O
                    9
                    3–
                    ) as a transformative network‐forming unit to construct a new family of amorphous oxyhalide SSEs via facile mechanochemical synthesis. The unique nine‐oxygen‐donor architecture of P
                    3
                    O
                    9
                    3–
                    enables robust, three‐dimensional coordination with metal chlorides (
                    M
                    Cl
                    
                      n
                    
                    ,
                    M
                    = Zr, Ta, Hf, Nb, Al), forming a rigid yet disordered framework where isolated Cl
                    –
                    anions are strategically liberated. This distinctive structure enables a dynamic anion‑assisted transport mechanism: the P
                    3
                    O
                    9
                    3–
                    ‑bridged network provides stable conduction channels, while the mobile Cl
                    –
                    anions dynamically assist Na
                    +
                    hopping by mitigating steric and electrostatic barriers, collectively achieving an ultralow activation energy of 0.33 eV. The optimized electrolyte exhibits a high room‐temperature ionic conductivity of 0.80 mS·cm
                    −1
                    and a wide electrochemical window of 1.4–4.2 V. ASSNIBs assembled with a NaNi
                    0.33
                    Fe
                    0.33
                    Mn
                    0.33
                    O
                    2
                    cathode demonstrate stable cycling at 4.2 V, retaining 92% capacity after 300 cycles at 0.5C. This work pioneers the use of macrocyclic polyphosphates in SSEs, establishing a new design paradigm that simultaneously addresses ionic conductivity, stability, and interfacial compatibility.",crossref,0
Conceptual design of the Halo Machine,https://iopscience.iop.org/article/10.1088/1741-4326/ae8606,Nuclear Fusion - latest papers,2026-07-19 23:00:00 UTC,2026-07-19 23:00:00+00:00,10.1088/1741-4326/ae8606,M. Zuin,"In 1996, when the danger of sideways forces was first recognised, the operational window of the JET tokamak was significantly restricted. Limits were placed on the maximum magnetic field and plasma current to prevent excessive stresses on the vacuum vessel. Despite three decades of research, predictions for the sideways force on the ITER wall remain highly uncertain, ranging from 2 to 60 MN with the upper estimate exceeding the design value of 48 MN, which would result in operational restrictions (operation with potentially affecting ITER’s ultimate fusion performance). To address this issue, the ITPA community launched the dedicated joint experiment MDC-25 in 2018. While substantial progress has been made, recent findings highlight the need for complementary studies on a specialised linear device to investigate plasma–wall currents, key contributors to sideways forces. Here, we propose the first linear device specifically designed to investigate plasma–wall interactions in the presence of kink modes, with the aim of resolving uncertainties related to plasma–wall currents and associated sideways forces. It is expected that the findings obtained with the new device will guide the design of vacuum vessels and plasma facing components for future tokamaks.",rss_description,0
Suppression of sawtooth oscillations by m/n = 2/2 resonant magnetic perturbation,https://iopscience.iop.org/article/10.1088/1741-4326/ae827f,Nuclear Fusion - latest papers,2026-07-19 23:00:00 UTC,2026-07-19 23:00:00+00:00,10.1088/1741-4326/ae827f,the J-TEXT Team,"Significant extension of sawtooth control toward higher electron density (ne) and edge safety factor (qa) ranges has been achieved by m/n = 2/2 resonant magnetic perturbation (RMP), which is ∼8 times stronger than the previous RMP generated by saddle-type RMP coils (Li 2020 Nucl. Fusion 60 126002) on J-TEXT. By using the recently installed helical coils, the so-called external rotational transform coils (Li 2024 Fusion Eng. Des. 206 114591) running in resonant field mode with reversed plasma current direction, the 2/2 RMP field can reach a maximal of 234 Gauss on the plasma surface at minor radius a = 22 cm. With the new helical coils, the RMP field with an amplitude of 130 Gauss is strong enough to penetrate at q = 1 surface forming a 2/2 magnetic island at qa as high as 4.3, and ne up to 4 × 1019 m−3, and hence mitigates sawtooth in these parameter ranges. Further, sawtooth suppression has also been successfully carried out in the J-TEXT plasma with electron cyclotron resonance heating (ECRH). Despite the higher electron temperature Te with ECRH, the RMP penetration threshold is smaller than by only ohmically-heating, probably due to the geometrical parameter of the q = 1 surface and RMP coils, induced bootstrap current and slower rotation. Sawtooth control by 2/2 RMP may be realized in larger size devices with large bootstrap and slow rotation by additional heating methods, like Neutral Beam Injection and ECRH.",rss_description,0
Early-stage degradation mechanism and PINN-based state-of-health prediction of a PEMFC stack under typical ship operating conditions,https://www.sciencedirect.com/science/article/pii/S0306261926010767?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-07-20 00:00:00 UTC,2026-07-20 00:00:00+00:00,,Yulong Ji,,,0
Low-carbon scheduling for integrated electricity-hydrogen-gas systems with coordinated line-pack and tank-truck effects,https://www.sciencedirect.com/science/article/pii/S0306261926011244?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-07-20 00:00:00 UTC,2026-07-20 00:00:00+00:00,,Wenchuan Wu,,,0
Multi-objective chaos co-evolutionary optimization based on constraint-driven Q-learning for combined economic emission dispatch problems,https://www.sciencedirect.com/science/article/pii/S0306261926011402?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-07-20 00:00:00 UTC,2026-07-20 00:00:00+00:00,,Ming Yang,,,0
Adaptive look-ahead economic dispatch with reinforcement learning for virtual power plant considering uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926011426?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-07-20 00:00:00 UTC,2026-07-20 00:00:00+00:00,,Wei Wei,,,0
Techno-economic planning of battery energy storage for renewable hosting capacity in active distribution networks,https://www.sciencedirect.com/science/article/pii/S0306261926011530?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-07-20 00:00:00 UTC,2026-07-20 00:00:00+00:00,,Rodolfo Dufo-López,,,0
