title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Tetravalent organic cation-enabled dual interfacial regulation for durable aqueous zinc–iodine batteries,https://www.nature.com/articles/s41467-026-74626-4,Physical sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Jijian Xu,"Interfacial instability from polyiodide shuttling and zinc electrode degradation critically limits the reversibility of aqueous zinc–iodine batteries. Existing mono-valent organic cation strategies offer insufficient charge density and pose challenges in maintaining interfacial protection under dynamic electric field conditions. Here, we present an electrolyte design incorporating a high-valent organic cation (HVOC) —a tetravalent cation derived from 1,1,4,4,7,7,10,10-octaallyltetraazacyclodecane trifluoromethanesulfonate—that enables electrostatically engineered bipolar interfaces. The HVOC establishes a durable cationic positive electrode–electrolyte interphase on the iodine electrode that not only effectively immobilizes polyiodide species through strong electrostatic interactions under dynamic field reversals, but also facilitates iodine redox kinetics. Simultaneously, the HVOC drives the formation of a hybrid organic–inorganic solid electrolyte interphase on the zinc electrode that homogenizes zinc deposition and mitigates side reactions. This bipolar interfacial regulation enables zinc–iodine batteries with an N/P ratio of 2.43 to achieve 40.7% of zinc utilization and 95.4% of iodine utilization, with minimal capacity decay of 0.016% per cycle over 1,000 cycles at 0.4 A g–1, and stable performance across a wide temperature range from –40 to 60 oC. This work presents a viable electrolyte design paradigm using HVOC chemistry for advanced aqueous battery systems.",nature_html,0
Integrated proteomic and metabolomic analyses implicate redox-metabolic pathways in PTSD-associated multisystem disease and accelerated aging,https://www.nature.com/articles/s41467-026-74757-8,Biological sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Benjamin J. Luft,"Posttraumatic stress disorder (PTSD) is associated with increased risk of chronic disease and premature aging, yet underlying molecular mechanisms remain unclear. We performed plasma proteomics (SomaScan; 9404 proteins) and targeted metabolomics (145 metabolites) in 393 World Trade Center responders (232 with PTSD, 161 trauma-exposed controls). A total of 114 proteins and seven metabolites were differentially expressed in PTSD. Top proteins included NCAN, BCAN, NCAM1, and GDF15. Top metabolites included serotonin, lactate, glutamic acid, and cystathionine. Integrative analyses showed coordinated proteomic-metabolomic alterations, with widespread correlations linking metabolites involved in redox and amino acid metabolism to synaptic and oxidative stress-related proteins. Gene ontology enrichment identified neuronal plasticity, immune activation, extracellular matrix remodeling, and oxidative stress. Proteomic organ aging analyses revealed accelerated aging in the pancreas, lung, and at the organismal level in PTSD. These results reveal a redox-metabolic mechanism through which PTSD may drive multisystem aging and elevate disease risk.",nature_html,0
An autonomous lab for data-driven homogeneous catalysis,https://www.nature.com/articles/s41467-026-74425-x,Physical sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,M. Abolhasani,"The discovery and optimization of homogeneous catalysts remain bottlenecks in the development of efficient and selective chemical transformations. Here we report Flex-Cat, a closed-loop autonomous catalysis platform that couples parallel miniaturized batch reactors for pressurized gas–liquid chemistry with a hierarchical, plate-constrained Bayesian optimization framework for mixed discrete (ligand identity) and continuous (process) variables. Using rhodium-catalyzed hydroformylation of propylene and a chemically diverse library of phosphorus-based ligands, Flex-Cat conducts 680 experiments across three multi-objective optimization campaigns targeting branched, linear, and tunable aldehyde regioselectivity. Across three campaigns targeting branched, linear, and regioselectivity flexibility, Flex-Cat identified ligand–reaction condition regions that achieved over 2.5-fold improvements in turnover frequency and expanded the accessible regioselectivity range. Notably, Flex-Cat autonomously identified ligands exhibiting condition-programmable selectivity inversion (flexible ligands) across the same catalytic system. Data-driven structure–performance trends are extracted from the autonomously generated dataset, and top candidates are validated by translation to a 20 mL reactor format (10 × volume). Flex-Cat establishes a scalable and generalizable approach for autonomous catalyst development, linking discovery-scale experiments to process-relevant outcomes.",nature_html,0
ATF4 coordinates amino acid and nucleotide synthesis with selective protein translation to ensure proper DNA replication timing in leukemia cells,https://www.nature.com/articles/s41467-026-74324-1,Biological sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Stephen M. Sykes,"Proper timing of DNA replication relies on sufficient nucleotide pools and replication machinery. The upstream regulatory programs that support the biomass production needed for DNA replication, particularly in the accelerated growth setting of cancer, remain incompletely defined. Here we show that the transcription factor ATF4 coordinates amino acid and nucleotide metabolism with selective protein synthesis to ensure proper DNA replication initiation and timing in acute leukemia. Specifically, ATF4 promotes the expression of enzymes that biosynthesize amino acids required for nucleotide production and drive the transcription of tRNA charging enzymes that sustain translation of a subset of proteins involved in replication origin firing. Consequently, ATF4 inhibition limits nucleotide biosynthesis and replication machinery, thereby disrupting DNA replication timing and leading to leukemia cell differentiation and death. Our findings indicate that ATF4 coordinates metabolic and translational programs to maintain DNA replication fidelity and the differentiation blockade in leukemia cells.",nature_html,0
The genetic architecture of cortical similarity networks,https://www.nature.com/articles/s41467-026-73714-9,Biological sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Sarah Morgan,"The genetic architecture of human brain networks is central to understanding cortical organisation and evolution, the causal links between brain structure and function, and the pathogenesis of neuropsychiatric disorders. Using N > 48,000 subjects, we investigated common genetic effects on Morphometric INverse Divergence (MIND), a heritable, multi-modal structural MRI metric of inter-areal similarity and connectivity. Genetic correlations between MIND network edges were largely reducible to two gradients, each aligned with distance from one of the two phylogenetically primitive areas (paleocortex and archicortex) predicted by the dual origin theory of cortical evolution. MIND was more heritable than comparable measures of functional (f)MRI connectivity, and the paleocortically-aligned MIND gradient was genetically correlated with, and causally predictive of, fMRI connectivity. Finally, we identified genetic overlaps between MIND gradients and neuropsychiatric and biomedical traits. These results provide fresh insight into the dual origins of the cortex and their implications for brain function and health.",nature_html,0
Choline metabolism drives metastasis in BRCA1-deficient ovarian cancers by activating FAM3C,https://www.nature.com/articles/s41467-026-74652-2,Biological sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Guo Chen,"BRCA1 mutations are a hallmark of hereditary ovarian cancer, strongly linked to deficiencies in homologous recombination (HR) DNA repair and impaired DNA replication fork protection. However, its roles in cancer progression beyond maintaining genomic integrity remain poorly understood. Here, through metabolomics approaches, we find that BRCA1-deficiency strikingly increases choline metabolism. Loss of BRCA1 promotes choline uptake through upregulating choline transporter-like protein 4 (CTL4). BRCA1 directly binds and recruits EZH2-mediated H3K27Me3 deposition to the CTL4 promoter. CTL4 is therefore overexpressed in ovarian cancer tissues with BRCA1 mutations. Furthermore, BRCA1-deficiency significantly promotes ovarian cancer invasion, while inhibition of CTL4 reverses the high metastatic potential of BRCA1-deficient ovarian cancer cells, suggesting the functionality and specificity of CTL4 as a therapeutic target. Additionally, we discover that phosphocholine, the choline metabolite increased by CTL4 overexpression, interacts with and stabilizes the epithelial-to-mesenchymal transition inducer FAM3C in BRCA1-deficient ovarian cancer cells. Importantly, we identify a potent CTL4 inhibitor, DT-13, which significantly reduces choline metabolism and effectively suppresses metastasis in BRCA1-deficient ovarian cancers. Therefore, our study uncovers a mechanism underlying metastasis in BRCA1-deficient cancers and identifies CTL4 as a therapeutic target for metastatic ovarian cancer patients with BRCA1 mutations.",nature_html,0
Biomimetic ferroelectric-semiconductor transistor enables neuronal multisensory integration,https://www.nature.com/articles/s41467-026-74648-y,Physical sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Ming He,"Human brain seamlessly integrates multisensory stimuli to synthesize complementary information for enhanced perceptions, depending on neural principles of superadditivity, inverse effectiveness, and temporal congruency. Replicating multisensory integration in artificial intelligences has remained challenging due to the inefficiency of algorithmic fusions and the absence of hardware-native mechanisms. Here, we demonstrate biomimetic audiovisual integration at the device level of Bi2O2Se ferroelectric-semiconductor field-effect transistors (FeS-FETs) through multiphysics coupling. Our FeS-FETs simultaneously accomplish the superadditive integration factor of 2800%, dynamical reweighting inputs of inverse effectiveness, and prolonged temporal congruency beyond 103 s. Furthermore, when configured into memristor-chip-based spiking neural networks, the resultant multisensory system is capable of executing the sensory synaptic plasticity, population-coded spiking, and Bayesian-optimal fusion, which promotes the excellent recognition accuracy of 98.2% for fuzzy objects, surpassing that identified from conventional fusion algorithms. By the exploration of multi-physical computing to mirror the biological multisensory hierarchy, we establish a physics-aware framework for neuromorphic multisensory intelligences, bridging physical dynamics with neurobiological principles for self-adaptive edge computing.",nature_html,0
Chiral chromophore engineered donor for constructing circularly polarized organic long-persistent luminescence exciplex,https://www.nature.com/articles/s41467-026-74690-w,Physical sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Wei Huang,"Constructing chiral organic long-persistent luminescence materials has garnered considerable attention owing to their extraordinary ultralong emission duration but has thus far achieved limited success. Herein, we present a straightforward approach to develop chiral chromophore engineered donor for exploring chiral exciplex system, which exhibits a blue circularly polarized exciplex emission peaked at ~ 440 nm, as well as an ultralong yellow organic long-persistent luminescence from the triplet emission of chiral chromophore with emission peak at 540 nm and ultralong duration of 90 minutes. Particularly, the exciplex system achieves mirror-symmetric chiroptical signal with the dissymmetry factor of 7.8×10-3. Theoretical and experimental analyses reveal that the phenomenon is attributed to the charge transfer process that facilitates exciplex formation, followed by effective energy transfer from the exciplex to the chiral chromophore. The developed exciplex enables the applications of multi-level information encryption and three-dimensional display objects. This work presents a significant insight into advancing organic chiral afterglow materials with ultralong duration, unlocking broad application potentials across various domains.",nature_html,0
Single-molecule imaging reveals RNA polymerase II dynamics and TAF1-dependent promoter-proximal pause release,https://www.nature.com/articles/s41467-026-74726-1,Biological sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Robert A. Coleman,"Early transcriptional regulation is a major kinetic bottleneck in gene expression, yet the dynamics of RNA polymerase II in living cells remain poorly understood. Here, we use single-molecule imaging to quantify RNA polymerase II chromatin engagement in live human cells. We find that RNA polymerase II infrequently enters a long-lived binding state associated with productive elongation, with ~94% of chromatin-associated events dissociating within tens of seconds. Single-cell analysis reveals substantial heterogeneity in the fraction of RNA polymerase II reaching productive elongation. Spatial heatmap analysis identifies RNA polymerase II clusters enriched for repeated long-lived binding events whose abundance is selectively perturbed by transcriptional inhibitors. Acute degradation of the TFIID subunit TAF1 reduces RNA polymerase II clustering and increases the global pausing index, supporting a model in which TAF1 promotes pause release and entry into productive elongation. Together, these findings provide a single-molecule framework for quantifying transcription kinetics in individual living cells.",nature_html,0
Cobaloxime-catalysed regiodivergent hydrogen atom transfer for alkenyl and allylic carbamoylation with branched alkenes,https://www.nature.com/articles/s41467-026-74595-8,Physical sciences : Nature Communications subject feeds,2026-06-20 00:00:00 UTC,2026-06-20 00:00:00+00:00,,Jiannan Zhao,"Hydrogen atom transfer (HAT) represents a fundamental reaction in synthetic chemistry, with ongoing innovations aimed at improving its selectivity and efficiency. Leveraging the unique reactivity of cobaloxime, we developed a regioselective HAT process that enables divergent carbamoylation of branched alkenes. Through modulation of the electronic and steric properties of the ligands, this cobalt complex achieves precise discrimination between hydrogen atoms exhibiting minor differences in bond dissociation energies (BDEs), affording vinyl and allylic amides with predictable selectivity. This operationally simple method features a broad substrate scope, excellent functional group tolerance, and is applicable to the late-stage functionalization of natural products. The synthetic utility of this radical approach is highlighted by the asymmetric total synthesis of a lignan natural product (−)-arctigenin. Experimental and computational studies shed important light on the mechanism and the critical role of the cobaloxime catalyst in regiocontrol.",nature_html,0
