title,link,published,source,pub_date
Why simply ending animal testing isn’t the answer in biomedical research,https://www.nature.com/articles/d41586-025-03345-5,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
High-performance graphene-based carbon fibres prepared at room temperature via domain folding,https://www.nature.com/articles/s41563-025-02384-7,2025-10-20 00:00:00 UTC,Nature Materials,2025-10-20 00:00:00+00:00
Photocatalytic overall reactions over MOFs and COFs,https://www.cell.com/chem/fulltext/S2451-9294(25)00369-9?rss=yes,2025-10-20 00:00:00 UTC,Chem,2025-10-20 00:00:00+00:00
"Selective Methylene Oxidation in α,β-Unsaturated Carbonyl Natural Products",https://www.nature.com/articles/s41586-025-09742-0,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Parity and lactation induce T cell mediated breast cancer protection,https://www.nature.com/articles/s41586-025-09713-5,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Neoadjuvant immunotherapy in mismatch-repair-proficient colon cancers,https://www.nature.com/articles/s41586-025-09679-4,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Cold plunge: how I gained hands-on experience in marine biology,https://www.nature.com/articles/d41586-025-03347-3,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
What’s the cap on human energy expenditure? Elite athletes reveal ‘metabolic ceiling’,https://www.nature.com/articles/d41586-025-03389-7,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
John Gurdon obituary: Biologist who made cloning possible,https://www.nature.com/articles/d41586-025-03418-5,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
People with blindness can read again after retinal implant,https://www.nature.com/articles/d41586-025-03420-x,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Newly developed Pd/ZU-Phos/DBN cooperative catalysis enables enantioselective [4 + 2] annulations for efficient synthesis of diverse spirocyclic scaffolds,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf443/8293240?rss=1,2025-10-20 00:00:00 UTC,National Science Review Advance Access,2025-10-20 00:00:00+00:00
Disconnecting part of the brain sends it into a deep sleep,https://www.nature.com/articles/d41586-025-03388-8,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Why we still don’t understand the Universe — even after a century of dispute,https://www.nature.com/articles/d41586-025-03343-7,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Breastfeeding boosts immune cells that protect against breast cancer,https://www.nature.com/articles/d41586-025-03419-4,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
AI language models killed the Turing test: do we even need a replacement?,https://www.nature.com/articles/d41586-025-03386-w,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Are these the happiest PhD students in the world?,https://www.nature.com/articles/d41586-025-03346-4,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Drawing boundaries between feasible and unfeasible zeolite intergrowths using high-throughput computational screening with synthesis validation,https://www.nature.com/articles/s41563-025-02377-6,2025-10-20 00:00:00 UTC,Nature Materials,2025-10-20 00:00:00+00:00
"Alternatives to animal testing are the future — it’s time that journals, funders and scientists embrace them",https://www.nature.com/articles/d41586-025-03344-6,2025-10-20 00:00:00 UTC,Nature,2025-10-20 00:00:00+00:00
Growing together,https://www.nature.com/articles/s41563-025-02369-6,2025-10-20 00:00:00 UTC,Nature Materials,2025-10-20 00:00:00+00:00
Physics-based evolution of transmembrane helices reveals mechanisms of cholesterol attraction,https://www.nature.com/articles/s41467-025-63769-5,2025-10-20 00:00:00 UTC,Nature Communications,2025-10-20 00:00:00+00:00
Reversible metamorphosis of hierarchical DNA–inorganic crystals,https://www.nature.com/articles/s41565-025-02026-8,2025-10-20 00:00:00 UTC,Nature Nanotechnology,2025-10-20 00:00:00+00:00
A flexible design strategy for solid-state electrolytes,https://www.nature.com/articles/s41560-025-01854-1,2025-10-20 00:00:00 UTC,Nature Energy,2025-10-20 00:00:00+00:00
Universal superionic conduction via solid dissociation of salts in van der Waals materials,https://www.nature.com/articles/s41560-025-01853-2,2025-10-20 00:00:00 UTC,Nature Energy,2025-10-20 00:00:00+00:00
Copper-catalysed asymmetric cross-coupling reactions tolerant of highly reactive radicals,https://www.nature.com/articles/s41557-025-01970-1,2025-10-20 00:00:00 UTC,Nature Chemistry,2025-10-20 00:00:00+00:00
