title,link,published,source,pub_date
Brazil must beef up its COP30 scheme to preserve tropical forests,https://www.nature.com/articles/d41586-025-03428-3,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
Mechanical cloaks with disordered materials,https://www.nature.com/articles/s41578-025-00856-5,2025-10-21 00:00:00 UTC,Nature Reviews Materials,2025-10-21 00:00:00+00:00
Slippery surfaces with complex geometries,https://www.nature.com/articles/s41578-025-00853-8,2025-10-21 00:00:00 UTC,Nature Reviews Materials,2025-10-21 00:00:00+00:00
"A platform that designs, prints and tests catalytic reactors",https://www.nature.com/articles/s41578-025-00855-6,2025-10-21 00:00:00 UTC,Nature Reviews Materials,2025-10-21 00:00:00+00:00
Cake to the rescue: how these PhD students are cooking up a sense of community,https://www.nature.com/articles/d41586-025-02948-2,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
US PhD admissions shrink as fears over Trump’s cuts take hold,https://www.nature.com/articles/d41586-025-03417-6,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
The TrumpRx website won’t slash drug prices — but this will,https://www.nature.com/articles/d41586-025-03397-7,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
Universities are embracing AI: will students get smarter or stop thinking?,https://www.nature.com/articles/d41586-025-03340-w,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
Stinkbug ‘ear’ actually hosts parasite-fighting fungi,https://www.nature.com/articles/d41586-025-03370-4,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
How extended producer responsibility policy shapes industry behaviour and materials design,https://www.nature.com/articles/s41578-025-00851-w,2025-10-21 00:00:00 UTC,Nature Reviews Materials,2025-10-21 00:00:00+00:00
Genetics can give evolving societies a leg up,https://www.nature.com/articles/d41586-025-03431-8,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
Take the time to ensure that AI is safe,https://www.nature.com/articles/d41586-025-03430-9,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
‘Gland-in-a-dish’ secretes stress hormone like the real thing,https://www.nature.com/articles/d41586-025-03369-x,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
Hopes of realizing a dream ‘city of health’,https://www.nature.com/articles/d41586-025-03330-y,2025-10-21 00:00:00 UTC,Nature,2025-10-21 00:00:00+00:00
Ultrafast ammonia decomposition using an electrified tungsten wire lightbulb reactor,https://www.nature.com/articles/s44286-025-00283-x,2025-10-21 00:00:00 UTC,Nature Chemical Engineering,2025-10-21 00:00:00+00:00
Helping ingredients punch above their weight fraction,https://www.nature.com/articles/s44286-025-00282-y,2025-10-21 00:00:00 UTC,Nature Chemical Engineering,2025-10-21 00:00:00+00:00
A lightbulb moment for ammonia decomposition,https://www.nature.com/articles/s44286-025-00284-w,2025-10-21 00:00:00 UTC,Nature Chemical Engineering,2025-10-21 00:00:00+00:00
