title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Inherent Microstructural Engineering: Tailoring Amorphous‐Nanocrystalline Composite Films via Ion Beam Technology for Long‐Cycle Lithium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73795?af=R,Wiley: Advanced Materials: Table of Contents,2026-06-28 05:34:59 UTC,2026-06-28 05:34:59+00:00,10.1002/adma.73795,Bin Liao,"ABSTRACT
                  Lithium metal anode faces formidable challenges from uncontrollable dendrite growth and unstable solid‐electrolyte interphase (SEI). Interface engineering of the current collectors (CCs) or lithium anodes presents a viable solution. We propose engineering the intrinsic microstructure of coatings to precisely construct interlayers that are both lithiophilic and possess rapid kinetics. A strategy using ion beam deposition (IBD) technology to craft ZnMgSn films with composite microstructures on commercial Cu CCs and lithium foils is reported. This artificial interphase not only exhibits a strongly lithium adsorption energy, but also significantly reduces the diffusion barrier for lithium atoms, thereby synergistically enabling uniform lithium plating. Crucially, this interphase promotes the in‐situ formation of a mechanically robust, bilayer SEI rich in LiF, which can effectively accommodate volume changes during cycling. As a result, the ZnMgSn@Cu CC symmetric cell achieves an ultralong lifespan of over 11000 h. The full cell shows a capacity retention of 85.13% after 130 cycles at 5C. The modified lithium anode maintains over 80% capacity after 620 cycles at 1C. This work not only provides an efficient modification strategy but also offers profound insights into the microscopic design principles for an ideal lithium metal interphase, paving the way for practical lithium metal batteries.",crossref,0
Influences of fast ions from neutral beam injection in synergy with ICRF waves on fishbone instability,https://iopscience.iop.org/article/10.1088/1741-4326/ae72a5,Nuclear Fusion - latest papers,2026-06-28 23:00:00 UTC,2026-06-28 23:00:00+00:00,10.1088/1741-4326/ae72a5,Sizhe Duan,"Synergistic heating using Ion Cyclotron Range of Frequencies (ICRFs) waves and Neutral Beam Injection (NBI) can produce fast ions (FIs) with energies significantly higher than those of the beam ions. The effects of NBI-ICRF synergy (NIS) FIs on NBI-fast-ion-driven fishbone instabilities are investigated using the M3D-K code. When the equilibrium modification induced by NIS FIs is neglected, the NIS population exerts a stabilizing influence on the fishbone mode. This stabilizing effect is enhanced with the increasing perpendicular temperature and beta of the NIS FIs. In addition, a high-frequency fishbone branch is driven when exceeds an onset threshold. When the equilibrium modification by NIS FIs is taken into account, the net effect becomes stabilizing for larger and destabilizing for smaller . The generalized energy principle indicates that the stabilizing contribution mainly originates from the non-resonant kinetic response of the NIS FIs, which depends on . In contrast, the adiabatic contribution, corresponding to the equilibrium modification, is destabilizing and is independent of . Therefore, the overall impact of NIS FIs is determined by the competition between the adiabatic and kinetic effects.",rss_description,0
Energy efficient integrated H2O2 electrosynthesis via tailored bubble dynamics,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D6EE02489K,RSC - Energy Environ. Sci. latest articles,2026-06-28 23:00:00 UTC,2026-06-28 23:00:00+00:00,,Byoung-Hoon Lee,"Integrating H2O2 electrosynthesis with anodic upgrading provides a pathway to spontaneous (electricity-free) operation.Here we investigate interfacial kinetic bottlenecks, especially on the anode, and identify factors that hinder the achievement of industrial-scale current densities. We use high-speed imaging in microelectrode systems and find that the organic substrate within the electrolyte acts as an interfacial bubble nucleation regulator. This substrate lowers the liquid-gas surface tension and significantly reduces the nucleation barrier for product gas bubbles. This reduction in the nucleation barrier leads to a higher frequency of microbubble formation and stagnant adhesion in anodic upgrading reactions compared to conventional water electrolysis. Guided by this mechanistic insight, we establish a fluidic strategy that enables efficient bubble removal in an MEA cell. Implementing an elevated electrolyte flow rate in an optimized MEA enables stable, biasfree co-electrosynthesis of H2O2, furoic acid, and H2 at industrial-relevant current densities.",rsc_html,0
Chlorinated Polypropylene Enables Stress-Dissipative Networks and High Efficiency in Intrinsically Stretchable Organic Photovoltaics,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D6EE02777F,RSC - Energy Environ. Sci. latest articles,2026-06-28 23:00:00 UTC,2026-06-28 23:00:00+00:00,,Long Ye,"Intrinsically stretchable organic photovoltaics (IS-OPVs) demand both high power conversion efficiency (PCE) and robust mechanical deformability, yet these requirements are often difficult to reconcile in state-of-the-art donor:acceptor blends. Existing toughening strategies typically rely on complicated synthesis and compromise the device PCE. Here, we report a synthesis-free toughening strategy based on commercially available chlorinated polyolefin (PP-Cl), which is low-cost, scalable, solution-processable, and broadly compatible with diverse high-performance donor:acceptor blends. This strategy enables mechanically resilient IS-OPVs without sacrificing photovoltaic performance. At an optimal loading, rigid PM6:BTP-eC9 devices show a reproducible increase in PCE, while the corresponding stretchable devices deliver an initial PCE of over 15% and still possess over 60% efficiency retention at 40% strain. In contrast, undoped controls undergo severe degradation at 20% strain. The same strategy is further extended to a ternary rigid D18:BTP-eC9:L8-BO system, delivering PCEs up to 20.5%, while the corresponding intrinsically stretchable devices deliver an initial PCE of 16.1%, ranking as the highest reported for IS-OPVs. Assisted by a mechanical framework and the Coran-Patel model, multiscale characterization suggests that chlorine-involved reversible weak interactions act as sacrificial stress-dissipation pathways. These results establish commodity chlorinated polyolefins as practical toughening additives for high-efficiency stretchable organic photovoltaics.",rsc_html,0
Nonlinear energy transfer between multi-scale fluctuations in HL-2A tokamak edge plasmas,https://iopscience.iop.org/article/10.1088/1741-4326/ae7a8f,Nuclear Fusion - latest papers,2026-06-28 23:00:00 UTC,2026-06-28 23:00:00+00:00,10.1088/1741-4326/ae7a8f,Jun Cheng,"Plasma turbulence is a key factor in determining plasma transport behavior. Based on HL-2A edge plasma turbulence experiments, this study investigates nonlinear energy transfers among multi-scale fluctuations by observing phenomena such as inverse energy cascade, energy cascade, and dual cascade within turbulent systems. This is a comprehensive picture of the nonlinear energy transfer in tokamak edge-plasma turbulence. The turbulence spectral data were measured experimentally using the two-point method, and bispectral analysis was applied for data analysis. In edge plasma, a typical case is that the energy cascades from small-scale (in the high-frequency region) to large-scale structures (in the low-frequency region). The so-called inverse energy transfer can trigger or strengthen large-scale fluctuations. In another case, a certain portion (approximately 25%) of the energy in low-frequency turbulence cascades to higher-frequency turbulence, indicating that broadband free energy is transmitted to smaller scales through the coupling of nonlinearity and large-scale potential fluctuations, causing the vortices to decrease and transform into higher-frequency turbulence. In the third case, in the two frequency regions, the energy in the relatively low-frequency and relatively high-frequency turbulence cascades and inversely cascades to medium-frequency turbulence, respectively, promotes the development of the latter. A concentrated three-wave coupling region is observed and it is distributed diagonally around the plane, where and represent the mode frequencies. Finally, some brief discussions were held on the relevant results.",rss_description,0
Gyrokinetic simulation of electrostatic turbulence in HL-2A ITB plasma,https://iopscience.iop.org/article/10.1088/1741-4326/ae78e7,Nuclear Fusion - latest papers,2026-06-28 23:00:00 UTC,2026-06-28 23:00:00+00:00,10.1088/1741-4326/ae78e7,G.X. Wang,"Comprehensive gyrokinetic simulations have been performed utilizing the numerical Lie transform code to investigate the dynamics of ion internal transport barrier (ITB) in the HL-2A tokamak, with a focus on the interaction between drift wave turbulence and zonal flow (ZF). The simulations reveal a self-regulatory cycle responsible for ITB sustainment, in which ion temperature gradient turbulence drives ZF that in turn suppresses the turbulence. Within this cycle, a key finding is that the ZF is primarily driven by the turbulent ion energy flux, rather than the poloidal Reynolds stress (PRS) as held in the classical predator–prey model. This result provides a self-consistent explanation for the experimentally observed weak effect of turbulent PRS on radial electric field in HL-2A and validates the ZF drive theory proposed by Wang et al in 2017. Furthermore, the ITB collapse is attributed to the transition to strong trapped electron mode (TEM) turbulence triggered by electron cyclotron resonance heating, as the short wavelength TEM turbulence is inefficient at driving ZF to suppress transport. Finally, we demonstrate that ITB recovery can be achieved by enhancing core ion heating, which simultaneously reduces the linear drive of instabilities and strengthens the nonlinear ZF shear. These findings offer a comprehensive physical picture of the ITB lifecycle and provide valuable insights for ITB control in fusion plasmas.",rss_description,0
Recent advances in plasma control and physics research in the Large Helical Device,https://iopscience.iop.org/article/10.1088/1741-4326/ae71eb,Nuclear Fusion - latest papers,2026-06-28 23:00:00 UTC,2026-06-28 23:00:00+00:00,10.1088/1741-4326/ae71eb,LHD Experiment Group,"The Large Helical Device (LHD), the largest superconducting helical system in the world, is equipped with advanced heating and diagnostic tools, facilitating plasma control and physics research. Data assimilation was employed for electron temperature control using a real-time Thomson scattering system and real time prediction code. A virtual LHD environment enabled visualization of escaping high-energy tritium ions and demonstrated that these ions impact the rear side of the divertor plate. Pioneering results crucial to plasma control have also been achieved. Real-time wall conditioning using Lithium granule dropping improved bulk ion energy and particle transport while simultaneously enhancing the heavy impurity transport. Progress has also been made in the investigation of turbulence-driven transport. At the confinement bifurcation, ion-scale turbulence decreased, while electron-scale turbulence increased. A change in the anisotropy of turbulent eddies was also observed at the confinement bifurcation. Coexistence of local and non-local turbulence was identified in electron-scale turbulence. Non-local turbulence exhibited the rapid spatial propagation of perturbations throughout the plasma, while local turbulence followed the temperature gradient. A transition between drift-wave turbulence and magnetohydrodynamics (MHD) turbulence was observed with the turbulence minimized at the transition condition. Machine learning analysis was employed to evaluate the temperate and density conditions of this turbulence transition. Then, real-time control of fueling and heating was applied to maintain the turbulence transition condition, improving the energy confinement enhancement factor by 20%. In addition, evidence was obtained for collisionless ion heating by energetic-ion-driven geodesic acoustic modes and MHD bursts. These achievements represent unique contributions to the development of fusion reactors.",rss_description,0
Does firms’ perceived political instability affect energy poverty?,https://www.sciencedirect.com/science/article/pii/S030142152600368X?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,,Himja Sharma,,,0
How do green certificate and carbon emission trading impact clean energy investment? Evidence from evolutionary game modeling,https://www.sciencedirect.com/science/article/pii/S0301421526003691?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,,Lei Cheng,,,0
Financial inclusion and access to clean cooking fuels and technologies under uncertainty in emerging and developing countries,https://www.sciencedirect.com/science/article/pii/S0301421526003824?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,,Haithem Awijen,,,0
