title,link,published,source,pub_date
Selective CO2 uptake mimics dissolution in highly fluorinated non-porous crystalline materials,https://www.nature.com/articles/s41557-025-01943-4,2025-10-14 00:00:00 UTC,Nature Chemistry,2025-10-14 00:00:00+00:00
Deep cracking of polyethylene to light olefins,https://www.nature.com/articles/s44286-025-00285-9,2025-10-14 00:00:00 UTC,Nature Chemical Engineering,2025-10-14 00:00:00+00:00
Interfacial pH gradients suppress HER at high currents in zinc metal batteries,https://www.cell.com/joule/fulltext/S2542-4351(25)00348-4?rss=yes,2025-10-14 00:00:00 UTC,Joule,2025-10-14 00:00:00+00:00
Closed-loop recycling of polyethylene to ethylene and propylene via a kinetic decoupling–recoupling strategy,https://www.nature.com/articles/s44286-025-00290-y,2025-10-14 00:00:00 UTC,Nature Chemical Engineering,2025-10-14 00:00:00+00:00
Precisely modulating Li2CO3 coverage on Ni-rich cathode boosts sulfide solid-state lithium battery performance,https://www.cell.com/chem/fulltext/S2451-9294(25)00366-3?rss=yes,2025-10-14 00:00:00 UTC,Chem,2025-10-14 00:00:00+00:00
All-in-one cathode design for all-solid-state batteries,https://www.nature.com/articles/s41578-025-00850-x,2025-10-14 00:00:00 UTC,Nature Reviews Materials,2025-10-14 00:00:00+00:00
Gigantic black holes did not have starring role in early cosmic transition,https://www.nature.com/articles/d41586-025-03302-2,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Red lines for religious AI,https://www.nature.com/articles/d41586-025-03359-z,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Brazil’s COP30 legacy should be to protect more of its forests,https://www.nature.com/articles/d41586-025-03361-5,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Do rats double-dip food with their tails?,https://www.nature.com/articles/d41586-025-03329-5,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Japan declares a flu epidemic — what this means for other nations,https://www.nature.com/articles/d41586-025-03367-z,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
AI’s therapeutic potential goes beyond emotional connection,https://www.nature.com/articles/d41586-025-03358-0,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Longer grant cycles would boost research in Africa,https://www.nature.com/articles/d41586-025-03360-6,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Faulty mitochondria cause deadly diseases: fixing them is about to get a lot easier,https://www.nature.com/articles/d41586-025-03307-x,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
The spectre of malnutrition is back and must be tackled — fast,https://www.nature.com/articles/d41586-025-03305-z,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
The probiotic home: where microbes are welcome guests,https://www.nature.com/articles/d41586-025-03291-2,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
The race to uncover snow’s many mysteries before it disappears forever,https://www.nature.com/articles/d41586-025-03310-2,2025-10-14 00:00:00 UTC,Nature,2025-10-14 00:00:00+00:00
Understanding discrepancies in noncovalent interaction energies from wavefunction theories for large molecules,https://www.nature.com/articles/s41467-025-64104-8,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
"Dynamic beam-stabilized, additive-printed flexible antenna arrays with on-chip rapid insight generation",https://www.nature.com/articles/s41467-025-64135-1,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Linking electrocatalytic turnover to elementary step rates in hydrocarbon fuel oxidation,https://www.nature.com/articles/s41467-025-63910-4,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Raman identification of single nucleotides flowing through permeable plasmonic films,https://www.nature.com/articles/s41467-025-64165-9,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Monovalent anion-selective membranes fabricated via in situ interfacial polymerization,https://www.nature.com/articles/s41467-025-64196-2,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Empathi: embedding-based phage protein annotation tool by hierarchical assignment,https://www.nature.com/articles/s41467-025-64177-5,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
Analysis of cfDNA fragmentomics metrics and commercial targeted sequencing panels,https://www.nature.com/articles/s41467-025-64153-z,2025-10-14 00:00:00 UTC,Nature Communications,2025-10-14 00:00:00+00:00
