title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Geopolitical conflict and firms’ energy transition: A quasi-natural experiment from the Russia–Ukraine conflict,https://www.sciencedirect.com/science/article/pii/S0301421526004258?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-18 00:00:00+00:00,,Dongyang Zhang,,,,,地缘政治冲突与企业能源转型：俄罗斯-乌克兰冲突的准自然实验,,,fb289dfecd6bd6f1
Effect of macrobubbles motion behavior on cell voltage in a zero-gap alkaline water electrolysis cell,https://www.sciencedirect.com/science/article/pii/S030626192601127X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Chunjiang Liu,,,,,零间隙碱性水电解槽中大气泡运动行为对槽电压的影响,,,619e6f9e6d939342
Resilient hierarchical control strategy for digital twin cloud-edge collaboration in multi-energy microgrids under non-ideal communication conditions,https://www.sciencedirect.com/science/article/pii/S0306261926010287?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Jianguo Zhu,,,,,非理想通信条件下多能源微电网数字孪生云边协作的弹性分层控制策略,,,73db2c62cf2d78f2
Sustainable energy transition for BIMP regional power grid with technology ranking and optimal mix,https://www.sciencedirect.com/science/article/pii/S0306261926011190?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Muhammad Ilham Rizaldi,,,,,BIMP区域电网可持续能源转型的技术排名和优化组合,,,359b2dcfe252ac16
Uncertainty-aware multi-fault diagnosis in gas turbines via graph neural networks and weighted total least squares,https://www.sciencedirect.com/science/article/pii/S030626192601069X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Kai Cao,,,,,通过图神经网络和加权总最小二乘法对燃气轮机进行不确定性感知多故障诊断,,,348e3a13e4658093
Resolving Abrikosov vortex entry in superconducting nanostring resonators via displacement-noise spectroscopy in cavity optomechanics,https://www.nature.com/articles/s41467-026-75676-4,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Hans Huebl,,"Abrikosov vortices in type-II superconductors influence current flow, dissipation and coherence, thereby limiting superconducting quantum technologies. In mesoscopic circuit elements, the entry and pinning of a single vortex can shift resonant frequencies, redistribute flux and degrade device performance. Here, we use a flux-mediated cavity-optomechanical platform, in which a suspended superconducting aluminum nanostring forms one arm of a SQUID terminating a microwave resonator, to investigate vortex-entry processes through nanomechanical elastic signatures. Operating at T ≈ 85 mK with 0.25 mT in-plane-field resolution, we resolve discrete jumps of the mechanical resonance frequency consistent with the stochastic entry of one or a few singly quantized Abrikosov vortices. Their field positions vary between thermal cycles, indicating disorder-mediated nucleation through a quenched pinning landscape. These events are superimposed on a smooth power-law stiffening background identified with the collective Campbell–Labusch elastic response. Recasting the jumps as equivalent force signatures yields attonewton-scale forces and, within a single-event pinning model, characteristic vortex-pinning energies of 0.09 − 0.44 eV. The smooth background gives a collective Labusch parameter of order 1014 N m−4. Our results establish cavity-optomechanical sensing as an in situ probe of vortex matter and identify vortex entry as a quantitative design constraint for flux-mediated superconducting quantum circuits.",nature_html,,通过腔光力学中的位移噪声光谱解决超导纳米弦谐振器中的阿布里科索夫涡旋进入问题,II 型超导体中的阿布里科索夫涡旋会影响电流、耗散和相干性，从而限制超导量子技术。在介观电路元件中，单个涡流的进入和钉扎会改变谐振频率、重新分布通量并降低器件性能。在这里，我们使用通量介导的腔光机械平台，其中悬浮的超导铝纳米线形成终止微波谐振器的 SQUID 的一个臂，通过纳米机械弹性特征研究涡流进入过程。在 T ≈ 85 mK 和 0.25 mT 面内场分辨率下运行，我们解决了与一个或几个单量子化阿布里科索夫涡旋的随机进入一致的机械共振频率的离散跳跃。它们的场位置在热循环之间变化，表明通过淬火钉扎景观实现无序介导的成核。这些事件叠加在由集体坎贝尔-拉布施弹性响应确定的平滑幂律硬化背景上。将跳跃重铸为等效力特征会产生阿托牛顿规模的力，并且在单事件钉扎模型中，特征涡旋钉扎能量为 0.09 − 0.44 eV。平滑的背景给出了 1014 N m−4 阶的集体 Labusch 参数。我们的结果将腔光机械传感确立为涡旋物质的原位探针，并将涡旋进入确定为通量介导的超导量子电路的定量设计约束。,,25c58285fdf0447a
An improved imagentime framework for hourly multi-site photovoltaic power scenario generation,https://www.sciencedirect.com/science/article/pii/S0306261926011207?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Xueqian Fu,,,,,一种改进的每小时多站点光伏发电场景发电的 imagentime 框架,,,acddff743b4c8ad5
Technology indicators enable early detection of decarbonization failures,https://www.sciencedirect.com/science/article/pii/S0306261926011049?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Klaus Keller,,,,,技术指标能够及早发现脱碳故障,,,6b8c4353d2b4e38a
Engineering microbial consortia for distributed signal processing,https://www.nature.com/articles/s41467-026-75739-6,,Physical sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Lingchong You,,"A central goal in biology is to infer input signals from measurable readouts. Engineered biosensors are usually built to respond selectively to single inputs, so crosstalk between sensors must be removed through laborious, context-specific orthogonalization. Here we show that multiplexed concentrations can be inferred without eliminating crosstalk. We distribute sensing across a microbial community and decode its time-resolved collective response, which can disambiguate combinations of chemical inputs even when individual sensors show crosstalk or respond indirectly. A computational framework coupling kinetic modeling with machine learning maps these community dynamics to input concentrations. We demonstrate quantitative inference in communities with low or high sensor crosstalk, in communities that respond only indirectly to antibiotic combinations, and in pooled hospital sink water spiked with target analytes. By tolerating non-orthogonal, cross-reactive, and indirect responses, distributed dynamic sensing broadens the range of biological systems usable for multiplexed measurement, wherever input combinations produce reproducible, distinguishable response trajectories.",nature_html,,用于分布式信号处理的工程微生物联盟,生物学的一个中心目标是从可测量的读数推断输入信号。工程生物传感器通常是为了选择性地响应单个输入而构建的，因此必须通过费力的、特定于上下文的正交化来消除传感器之间的串扰。在这里，我们表明可以在不消除串扰的情况下推断多重浓度。我们将传感分布在整个微生物群落中，并解码其时间分辨的集体响应，即使单个传感器表现出串扰或间接响应，这也可以消除化学输入组合的歧义。将动力学建模与机器学习相结合的计算框架将这些群落动态映射到输入浓度。我们在具有低或高传感器串扰的群落、仅对抗生素组合产生间接反应的群落以及掺有目标分析物的医院水槽池水中展示了定量推断。通过容忍非正交、交叉反应和间接响应，分布式动态传感扩大了可用于多重测量的生物系统的范围，无论输入组合产生可重复的、可区分的响应轨迹。,,3310bf3f16c0c50e
Refractory inclusions in Bennu samples indicative of outer Solar System accretion,https://www.nature.com/articles/s41467-026-73868-6,,Earth and environmental sciences : Nature Communications subject feeds,2026-07-18 00:00:00+00:00,,Dante S. Lauretta,,"NASA’s OSIRIS-REx mission returned material from the carbonaceous asteroid Bennu, which is dominated by aqueous-alteration products but preserves rare high-temperature components. Here we present an integrated petrographic, oxygen-isotopic and 26Al–26Mg chronological characterization of refractory inclusions in Bennu samples. All identified inclusions are small (26Al–26Mg systematics demonstrate formation during the earliest stage of Solar System evolution and genetic affinity with refractory inclusions in asteroid Ryugu samples and chondritic meteorites. The shared refractory-inclusion signatures across diverse chondritic materials are consistent with widespread outward transport and mixing of early-formed inner-disk solids. In Bennu samples analyzed thus far, large (>submillimeter) refractory inclusions are absent, in contrast to most carbonaceous chondrites. This size distribution implies that Bennu’s constituents accreted in the outer Solar System beyond the pressure bump associated with proto-Jupiter, which effectively filtered distinct dust populations.",nature_html,,贝努样本中的难熔夹杂物表明太阳系外层有吸积作用,NASA 的 OSIRIS-REx 任务从碳质小行星 Bennu 返还了物质，该行星主要由水蚀变产物组成，但保留了罕见的高温成分。在此，我们对 Bennu 样品中的难熔夹杂物进行了综合岩相学、氧同位素和 26Al-26Mg 年代学表征。所有已识别的包裹体都很小（26Al-26Mg系统学表明形成于太阳系演化的最早阶段，并且与小行星Ryugu样本和球粒陨石中的耐火包裹体具有遗传亲和力。不同球粒陨石材料中共有的耐火包裹体特征与早期形成的内盘固体的广泛向外传输和混合一致。迄今为止，在分析的Bennu样本中，不存在大型（>亚毫米）耐火包裹体，这与大多数球粒陨石不同。这种尺寸分布意味着贝努的成分在太阳系外层积聚，超出了与原木星相关的压力凸起，从而有效地过滤了不同的尘埃群。,,5051fca28a9d3b53
Planning alternatives under divergent futures: Linking transformative scenario design with bottom-up modelling and distributional impact assessment to quantify inequalities in electricity affordability,https://www.sciencedirect.com/science/article/pii/S0306261926011050?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-18 00:00:00+00:00,,Alexandros Flamos,,,,,不同未来下的规划替代方案：将变革性场景设计与自下而上的建模和分配影响评估联系起来，以量化电力负担能力的不平等,,,2c166bdb913d0506
