title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Techno-thermodynamic investigation of pressurized ammonia-fueled SOFC systems for co-production of electricity and hydrogen,https://www.sciencedirect.com/science/article/pii/S0306261926006926?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Yonggyun Bae,,,,,用于联产电和氢的加压氨燃料 SOFC 系统的技术热力学研究,,,15f7ef103f24b90b
"Hierarchical hydrogen bonds enable stretchable, self-healing, and high mobility polymer semiconductors",https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag277/8691435?rss=1,,National Science Review Advance Access,2026-05-23 00:00:00+00:00,10.1093/nsr/nwag277,Antonio Facchetti,,,,,多级氢键可实现可拉伸、自修复和高迁移率的聚合物半导体,,,c28fc52dbd639eaf
Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag296/8691444?rss=1,,National Science Review Advance Access,2026-05-23 00:00:00+00:00,10.1093/nsr/nwag296,Kan Yue,,"Harvesting low-grade waste heat, particularly from ubiquitous small temperature fluctuations, requires materials that deliver high voltage outputs under minimal thermal gradients. Conventional ionic thermoelectric (i-TE) hydrogels rely on the global, continuous thermodiffusion of ions (i.e. the Soret effect) across the entire material, which typically yields limited voltages at small temperature differences (ΔT). Here, we report a hierarchically structured ionic hydrogel that fundamentally alters this paradigm via a ‘series-integrated micro-thermoelectric cell’ mechanism. By infiltrating a poly(acrylic acid)/sodium acetate (PAA/NaOAc) electrolyte into a directionally freeze-cast polyvinyl alcohol (PVA) scaffold, we construct an anisotropic architecture where dense crystalline PVA domains act as ionic blocking layers perpendicular to the thermal gradient. Under an applied temperature difference, ions undergo short-range thermodiffusion within the confined micro-domains, generating local thermovoltage that accumulates in series. Our hierarchical structured ionic hydrogel yields a record-high ionic Seebeck coefficient of 71.3 mV K−1 at minimal temperature gradients (ΔT ≤ 2.0 K). Crucially, the thermovoltage exhibits a non-linear saturation behavior at elevated ΔT, revealing a different interfacial charge effect in microstructure-confined ion separation. Combined with exceptional mechanical robustness, this work establishes a transformative paradigm shifting from global ion transport to micro-structural series integration, offering a robust material platform for ultra-sensitive thermal sensing and durable self-powered wearable electronics.",rss_oup,,通过分级水凝胶中的串联集成微型热电电池在最小温度梯度下限制诱导巨离子热电压,收集低品位废热，特别是来自普遍存在的小温度波动的废热，需要能够在最小热梯度下提供高电压输出的材料。传统的离子热电 (i-TE) 水凝胶依赖于离子在整个材料中的全局连续热扩散（即索雷效应），这通常在较小的温差 (ΔT) 下产生有限的电压。在这里，我们报告了一种分层结构的离子水凝胶，它通过“串联集成微热电电池”机制从根本上改变了这种范式。通过将聚丙烯酸/乙酸钠（PAA/NaOAc）电解质渗透到定向冷冻铸造的聚乙烯醇（PVA）支架中，我们构建了一种各向异性结构，其中致密的结晶PVA域充当垂直于热梯度的离子阻挡层。在施加的温差下，离子在有限的微域内进行短程热扩散，产生串联累积的局部热电压。我们的分层结构离子水凝胶在最小温度梯度 (ΔT ≤ 2.0 K) 下产生创纪录的高离子塞贝克系数 71.3 mV K−1。至关重要的是，热电压在 ΔT 升高时表现出非线性饱和行为，揭示了微结构限制离子分离中不同的界面电荷效应。结合卓越的机械稳健性，这项工作建立了从全局离子传输到微结构系列集成的变革范式，为超灵敏的材料提供了强大的材料平台,,50afabdd859e449c
Synergetic catalysis via zeolite-encapsulated PdCu alloy for highly efficient CO2 hydrogenation to ethanol,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag303/8691445?rss=1,,National Science Review Advance Access,2026-05-23 00:00:00+00:00,10.1093/nsr/nwag303,Mingyue Ding,,"CO2 catalytic hydrogenation presents a highly promising and alternative pathway for ethanol production, offering the dual benefits of large-scale CO2 emission reduction and green H2 storage. However, this approach faces major challenges such as low ethanol selectivity and activity, stemming from the complex reaction network and the lack of efficient catalyst design strategies. In this work, we proposed an effective catalyst design strategy for CO2 hydrogenation to ethanol by constructing synergetic catalytic sites between alloy nanoparticles and zeolite to decouple key competition reaction steps. The developed PdCu alloy catalyst encapsulated by Y zeolite achieved simultaneously high ethanol selectivity (>93%) and activity (>200 mg gcat−1 h−1), outperforming most previously reported heterogeneous catalysts. Mechanistic investigations revealed that the alloy-zeolite synergetic sites facilitate controllable C–C coupling and enhance C–O bond cleavage, thereby balancing selectivity and catalytic activity toward CO2 hydrogenation to ethanol. This work offers a feasible catalyst design strategy for the efficient conversion of CO2 into high-value-added and structurally complex products.",rss_oup,,通过沸石封装的 PdCu 合金协同催化高效 CO2 加氢生成乙醇,二氧化碳催化加氢为乙醇生产提供了一种极具前景的替代途径，具有大规模二氧化碳减排和绿色氢气储存的双重好处。然而，由于复杂的反应网络和缺乏有效的催化剂设计策略，这种方法面临着乙醇选择性和活性低等重大挑战。在这项工作中，我们提出了一种有效的二氧化碳加氢制乙醇催化剂设计策略，通过在合金纳米粒子和沸石之间构建协同催化位点来解耦关键的竞争反应步骤。开发的Y沸石封装的PdCu合金催化剂同时实现了高乙醇选择性（> 93％）和活性（> 200 mg gcat−1 h−1），优于大多数先前报道的多相催化剂。机理研究表明，合金-沸石协同位点促进了可控的C-C耦合并增强了C-O键断裂，从而平衡了CO2加氢生成乙醇的选择性和催化活性。这项工作为将二氧化碳有效转化为高附加值和结构复杂的产品提供了可行的催化剂设计策略。,,7f177ea0527707f9
Long-term comparative analysis of AAV9-mediated gene replacement therapies for spinal muscular atrophy in mice,https://www.nature.com/articles/s41467-026-73545-8,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73545-8,Jun Xie,,"Spinal muscular atrophy (SMA) results from a deficiency of the survival motor neuron (SMN) protein. Zolgensma, an adeno-associated virus (AAV)-based SMN1 gene-replacement therapy, is approved for SMA, though its long-term efficacy and safety remain uncertain. This study compares a Zolgensma-like benchmark vector with a 2nd-generation vector featuring a codon-optimized SMN1 transgene under the control of an endogenous SMN1 promoter. In SMA mice, intracerebroventricular delivery of the 2nd-generation vector improved survival and phenotypic outcomes compared with the benchmark. However, motor impairment was observed in wild-type mice 20 months post-injection with the 2nd-generation vector. Notably, cardiac thrombosis and hepatocellular carcinoma were associated with the benchmark vector, but not with the 2nd-generation vector. While AAV-related tumorigenesis appears to be species-specific to mice, these findings underscore the need for careful long‑term monitoring in patients treated with Zolgensma.",nature_html,,AAV9介导的基因替代疗法治疗小鼠脊髓性肌萎缩症的长期比较分析,脊髓性肌萎缩症 (SMA) 是由于运动神经元存活蛋白 (SMN) 缺乏所致。 Zolgensma 是一种基于腺相关病毒 (AAV) 的 SMN1 基因替代疗法，已被批准用于 SMA，但其长期疗效和安全性仍不确定。本研究将 Zolgensma 样基准载体与第二代载体进行了比较，第二代载体具有在内源 SMN1 启动子控制下的密码子优化的 SMN1 转基因。在 SMA 小鼠中，与基准相比，第二代载体的脑室内递送改善了存活率和表型结果。然而，注射第二代载体 20 个月后，在野生型小鼠中观察到运动障碍。值得注意的是，心脏血栓形成和肝细胞癌与基准向量相关，但与第二代向量无关。虽然 AAV 相关的肿瘤发生似乎对小鼠具有物种特异性，但这些发现强调需要对接受 Zolgensma 治疗的患者进行仔细的长期监测。,,1702b6078a57fbde
A polymer-coated nanowire sponge–based contact electrocatalytic system for simultaneous disinfection and removal of multiple micropollutants,https://www.nature.com/articles/s41467-026-73425-1,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73425-1,Zhaohui Tong,,"The removal of diverse contaminants in wastewater remains a major challenge due to low treatment efficiencies, high catalyst costs, and risks of residual chemicals. In this work, we introduce a polymer-coated nanowire sponge (PNS) based contact electro-catalysis (CEC) system for achieving the disinfection of microorganisms and the degradation of multiple micropollutants. Under ultrasonic stimulation, PNS facilitates interfacial electron transfer and generates a high rate of reactive oxygen species (ROS). Its synergistic ROS generation and static charge electroporation achieve over 99% disinfection within 3 minutes while degrading dyes, waste tire leachate, and reducing heavy metal ions in wastewater under ambient conditions. The system also exhibits a high hydrogen peroxide (H₂O₂) production rate of 20.2 ± 0.1 μmol h⁻¹. Furthermore, PNS demonstrates excellent versatility, ease of recovery, and reusability, highlighting its strong potential for both point-of-use and large-scale wastewater treatment applications.",nature_html,,基于聚合物涂层纳米线海绵的接触电催化系统，可同时消毒和去除多种微污染物,由于处理效率低、催化剂成本高以及残留化学品的风险，去除废水中的各种污染物仍然是一个重大挑战。在这项工作中，我们介绍了一种基于聚合物涂层纳米线海绵（PNS）的接触电催化（CEC）系统，用于实现微生物的消毒和多种微污染物的降解。在超声波刺激下，PNS 促进界面电子转移并产生高速率的活性氧 (ROS)。其协同ROS产生和静电荷电穿孔可在3分钟内实现99%以上的消毒，同时在环境条件下降解染料、废轮胎浸出液并减少废水中的重金属离子。该系统还具有 20.2 ± 0.1 μmol h-1 的高过氧化氢 (H2O2) 生产率。此外，PNS 表现出出色的多功能性、易于回收和可重复使用性，凸显了其在使用点和大规模废水处理应用中的强大潜力。,,66fdaf6d1e709070
Astrocyte activation in the ventrolateral medulla modulates breathing and arousal states,https://www.nature.com/articles/s41467-026-73208-8,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73208-8,Jan-Marino Ramirez,,"Astrocytes play vital roles in regulating brain states across organisms. Specifically, they regulate breathing behaviors and associated brain states, including facilitating transitions between breathing phases by sensing changes in O₂ and CO₂ levels, regulating the sleep-wake cycle, and impacting arousal and wakefulness. Here, we test the hypothesis that astrocytes in the ventral respiratory column (VRC) are important for arousal and sigh generation in alert mice. Our results reveal that a subset of Aldh1l1 cells in the VRC are activated prior to sigh generation and are recruited by hypoxia. Chemogenetic or optogenetic activation of Aldh1l1 astrocytes in the VRC increased the probability of evoking arousals with sighs. We also demonstrated that activating Aldh1l1 astrocytes increased calcium transients in catecholaminergic neurons in the VRC immediately before arousal with sighs. We conclude that medullary astrocytes can modulate sigh generation and arousal transitions, and are important for the ventilatory and arousal response to hypoxia.",nature_html,,腹外侧延髓中的星形胶质细胞激活调节呼吸和觉醒状态,星形胶质细胞在调节生物体的大脑状态中发挥着至关重要的作用。具体来说，它们调节呼吸行为和相关的大脑状态，包括通过感知氧气和二氧化碳水平的变化来促进呼吸阶段之间的转换、调节睡眠-觉醒周期以及影响觉醒和觉醒。在这里，我们测试了这样的假设：腹侧呼吸柱（VRC）中的星形胶质细胞对于警觉小鼠的唤醒和叹息产生很重要。我们的结果表明，VRC 中的一部分 Aldh1l1 细胞在叹息产生之前被激活，并因缺氧而被招募。 VRC 中 Aldh1l1 星形胶质细胞的化学遗传学或光遗传学激活增加了唤起叹息的可能性。我们还证明，激活 Aldh1l1 星形胶质细胞会在叹息唤醒之前增加 VRC 中儿茶酚胺能神经元的钙瞬变。我们得出的结论是，髓质星形胶质细胞可以调节叹息的产生和唤醒转变，并且对于缺氧的通气和唤醒反应很重要。,,2da3b065fe20301c
Combined biosynthesis and site-specific incorporation of phenylalanine derivatives from aryl aldehydes or carboxylic acids,https://www.nature.com/articles/s41467-026-73618-8,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73618-8,Aditya M. Kunjapur,,"Applications of genetic code expansion (GCE) in live cells are widespread and continually emerging, yet they have been limited by their reliance on the supplementation of non-standard amino acids (nsAAs) to cell culturing media. Here, we report the design of a single engineered bacterial host that performs the steps of phenylalanine derivative semi-synthesis and site-specific incorporation within target proteins. Our platform pathway exhibits broad substrate specificity towards commercially ubiquitous, achiral building blocks of aryl aldehydes or carboxylic acids, producing the family of nsAAs that are most frequently used for GCE. We demonstrate biosynthesis of 12 distinct nsAAs, and we observe combined biosynthesis and incorporation for these chemistries using common orthogonal translation systems (OTSs) based on a fluorescent reporter assay. We additionally show that the combination of nsAA biosynthesis and GCE steps can extend the chemical reach of the intrinsic biological containment strategy of synthetic auxotrophy from reliance on nsAAs to instead reliance on low-cost and achiral building blocks. Our platform should aid industrial-scale manufacturing of proteins that contain nsAAs and democratize access to expensive or commercially unavailable chemistries for labs that lack separations or traditional synthesis expertise.",nature_html,,来自芳基醛或羧酸的苯丙氨酸衍生物的组合生物合成和位点特异性掺入,遗传密码扩展（GCE）在活细胞中的应用广泛且不断涌现，但由于依赖于细胞培养基中补充非标准氨基酸（nsAA）而受到限制。在这里，我们报告了单一工程细菌宿主的设计，该宿主执行苯丙氨酸衍生物半合成和目标蛋白中的位点特异性掺入的步骤。我们的平台途径对商业上普遍存在的芳基醛或羧酸的非手性结构单元表现出广泛的底物特异性，产生最常用于 GCE 的 nsAA 家族。我们展示了 12 种不同的 nsAA 的生物合成，并使用基于荧光报告基因测定的常见正交翻译系统 (OTS) 观察了这些化学物质的组合生物合成和掺入。我们还表明，nsAA 生物合成和 GCE 步骤的结合可以扩展合成营养缺陷型的内在生物遏制策略的化学范围，从依赖 nsAA 改为依赖低成本和非手性构建模块。我们的平台应该有助于工业规模生产含有 nsAA 的蛋白质，并为缺乏分离或传统合成专业知识的实验室提供昂贵或商业上无法获得的化学品的民主化。,,3ee7d76118129bdb
Energy poverty convergence in a fragmented world: Multidimensional evidence from non-OECD countries,https://www.sciencedirect.com/science/article/pii/S0301421526002910?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-05-23 00:00:00+00:00,,Silvia Micheli,,,,,分散世界中的能源贫困趋同：来自非经合组织国家的多维证据,,,500bfc2a13fda094
Realization of a chiral photonic-crystal cavity with broken time-reversal symmetry,https://www.nature.com/articles/s41467-026-73446-w,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73446-w,Junichiro Kono,,"Chiral cavities offer an intriguing way to manipulate material properties by breaking fundamental symmetries. However, only a few chiral cavity implementations exhibiting broken time-reversal symmetry have been demonstrated, with most relying on either strong magnetic fields, circularly polarized Floquet driving, or ultrastrong coupling between cavity modes and matter excitations. Here, we present a one-dimensional terahertz photonic-crystal cavity that exhibits broken time-reversal symmetry. The cavity consists of a silicon wafer sandwiched between InSb wafers. By exploiting the nonreciprocal terahertz response of a magnetoplasma and the low electron effective mass in InSb, a circularly polarized cavity mode at 0.67 THz under a modest magnetic field of 0.3 T, with a quality factor exceeding 50 is realized. Temperature-, magnetic field-, and polarization-dependent measurements and simulations demonstrate the chiral cavity with broken time-reversal symmetry, providing a robust platform for exploring chiral light–matter interactions and vacuum dressed quantum condensed matter in the terahertz regime.",nature_html,,时间反转对称性破缺的手性光子晶体腔的实现,手性空腔提供了一种通过打破基本对称性来操纵材料特性的有趣方法。然而，只有少数手性腔实现被证明具有破缺的时间反转对称性，其中大多数依赖于强磁场、圆偏振 Floquet 驱动或腔模式与物质激发之间的超强耦合。在这里，我们提出了一个一维太赫兹光子晶体腔，它表现出破缺的时间反转对称性。腔体由夹在 InSb 晶圆之间的硅晶圆组成。通过利用磁等离子体的不可逆太赫兹响应和 InSb 中的低电子有效质量，在 0.3 T 的适度磁场下实现了 0.67 THz 的圆偏振腔模式，品质因数超过 50。与温度、磁场和偏振相关的测量和模拟证明了具有破缺时间反转对称性的手性腔，为探索太赫兹区域中的手性光-物质相互作用和真空包裹的量子凝聚态物质提供了一个强大的平台。,,65cfb3942c24ae1e
