title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
North Pacific meltwater weakens the Atlantic Meridional Overturning Circulation and preconditions Heinrich Stadial 1,https://www.nature.com/articles/s41467-026-75199-y,,Earth and environmental sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Sophia I. Macarewich,,"Heinrich Stadials provide insights into a potential future weakening of the Atlantic Meridional Overturning Circulation (AMOC), yet the mechanisms driving AMOC weakening during these intervals remain elusive. While Heinrich Stadials are associated with iceberg-discharge events over the North Atlantic (i.e., Heinrich events), AMOC weakening is known to precede Heinrich events. Here we run freshwater hosing experiments to show that contemporaneous Northeast Pacific iceberg-discharge events (i.e., Siku events), which consistently occur at the onsets of Heinrich Stadials, could trigger AMOC weakening by transporting freshwater to the North Atlantic deepwater formation regions. This initial weakening may subsequently be amplified by further meltwater release from the British and Laurentide Ice Sheets, induced by stepwise subsurface warming in the northeastern and northern North Atlantic. Our findings suggest that Siku events may have played a critical role in preconditioning the North Atlantic for Heinrich events, underscoring the interconnected nature of the global ocean–cryosphere system.",nature_html,,北太平洋融水削弱了大西洋经向翻转环流并为 Heinrich Stadial 1 奠定了先决条件,Heinrich Stadials 提供了有关大西洋经向翻转环流 (AMOC) 未来可能减弱的见解，但在这些时间间隔内驱动 AMOC 减弱的机制仍然难以捉摸。虽然海因里希·斯塔迪亚尔斯与北大西洋的冰山放电事件（即海因里希事件）有关，但已知 AMOC 减弱先于海因里希事件。在这里，我们进行了淡水冲洗实验，以表明同期东北太平洋冰山排放事件（即 Siku 事件）持续发生在 Heinrich Stadials 爆发时，可能会通过将淡水输送到北大西洋深水形成区域来引发 AMOC 减弱。这种最初的减弱随后可能会因北大西洋东北部和北部的地下逐步变暖而引起的英国和劳伦太德冰原的进一步融水释放而放大。我们的研究结果表明，Siku 事件可能在北大西洋海因里希事件的预处理中发挥了关键作用，强调了全球海洋-冰冻圈系统相互关联的性质。,,54e4a87a43b3815b
Morphogenetic mechanical metamaterials: Emerging tensor properties from self-organized structures,https://www.nature.com/articles/s41467-026-74173-y,,Physical sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Vincent Pateloup,,"Understanding how living organisms spontaneously develop complex functional structures motivates new strategies in engineering design. Here, we introduce a decentralized generative model based on morphogenesis to autonomously grow mechanical structures with controlled tensorial properties. By adapting Turing’s reaction-diffusion concept through anisotropic diffusion, our approach enables the local emergence of microstructures exhibiting tailored stiffness and anisotropy, achieving target orthotropic tensors without adjoint or topology optimization loops. The synthesis of these structures relies on a database linking morphogenetic parameters to effective elastic tensors obtained through homogenization techniques. We experimentally demonstrate this concept through a mechanical cloaking example, validating our method’s capability to independently control local anisotropy and rigidity, and effectively conceal structural defects from mechanical fields. This approach circumvents the iterative global solves required by topology optimization, while preserving local control over anisotropy and stiffness across large design domains.",nature_html,,形态发生机械超材料：自组织结构中出现的张量特性,了解生物体如何自发地形成复杂的功能结构激发了工程设计的新策略。在这里，我们引入了一种基于形态发生的分散生成模型，可以自主生长具有受控张量属性的机械结构。通过各向异性扩散采用图灵的反应扩散概念，我们的方法能够局部出现表现出定制刚度和各向异性的微结构，无需伴随或拓扑优化循环即可实现目标正交各向异性张量。这些结构的合成依赖于将形态发生参数与通过均质化技术获得的有效弹性张量联系起来的数据库。我们通过机械隐身示例实验证明了这一概念，验证了我们的方法独立控制局部各向异性和刚度的能力，并有效隐藏机械场中的结构缺陷。这种方法规避了拓扑优化所需的迭代全局求解，同时保留了对跨大型设计域的各向异性和刚度的局部控制。,,141d774ae28e6fab
Sub-parts-per-billion CO2 Detection based on Dissipative Whispering Gallery Mode Microcavity Sensor,https://www.nature.com/articles/s41467-026-75218-y,,Physical sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Tingdong Cai,,"Whispering gallery mode microcavities provide strong light–matter interactions owing to their ultrahigh optical confinement, but the small gas refractive index change limits their ability to sense trace gases. Here we show that gas absorption can be detected using a dissipative sensing mechanism in a non-functionalized whispering gallery mode microcavity. Instead of tracking resonance frequency shifts used in conventional dispersive sensing, our method converts optical absorption into variations in resonance depth through thermally induced dissipation. Quantitative carbon dioxide detection was achieved over a concentration range of 1.5 to 400 parts per million with a correlation coefficients exceeding 0.99. The sensor reached a detection limit of 168 parts per trillion at an integration time of 400 seconds and an accuracy of approximately 0.4%. Continuous monitoring further demonstrated stable operation under ambient conditions. These results establish dissipative microcavity sensing as a promising approach for compact, low-cost, and highly sensitive trace gas detection.",nature_html,,基于耗散回音壁模式微腔传感器的亚十亿分之一二氧化碳检测,由于其超高的光学限制，回音壁模式微腔提供了强烈的光-物质相互作用，但微小的气体折射率变化限制了它们感测痕量气体的能力。在这里，我们展示了可以在非功能化回音壁模式微腔中使用耗散传感机制来检测气体吸收。我们的方法不是跟踪传统色散传感中使用的谐振频移，而是通过热诱导耗散将光学吸收转换为谐振深度的变化。在百万分之1.5至400的浓度范围内实现了二氧化碳的定量检测，相关系数超过0.99。该传感器在 400 秒的积分时间内达到了万亿分之 168 的检测极限，精度约为 0.4%。连续监测进一步证明了在环境条件下的稳定运行。这些结果表明耗散微腔传感是一种有前途的紧凑、低成本和高灵敏度痕量气体检测方法。,,86de0c4f1542a0ee
Alleviating energy poverty through grid modernization: Micro-evidence from China's ultra-high-voltage transmission projects,https://www.sciencedirect.com/science/article/pii/S030142152600385X?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-04 00:00:00+00:00,,Xin Zhao,,,,,通过电网现代化缓解能源贫困：中国特高压输电项目的微观证据,,,3dd339c65c5428df
Digital twin-driven deep reinforcement learning for coordinated scheduling and state prediction of distributed energy storage clusters,https://www.sciencedirect.com/science/article/pii/S0306261926009049?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-04 00:00:00+00:00,,Li Zhou,,,,,数字孪生驱动的深度强化学习分布式储能集群协调调度与状态预测,,,6964abcac36a8105
Specificity and exon target space of splicing modifying compounds,https://www.nature.com/articles/s41467-026-74594-9,,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Alejandro Reyes,,"Modulation of splicing is an established therapeutic strategy with clinical applications and potential to target specific exons to influence gene expression. Small-molecule splicing modifiers such as Risdiplam and Branaplam induce inclusion of exons typically skipped due to weak {5}^{{\prime} } splice sites. Risdiplam preferentially induces exons with an N−3G−2A−1 sequence at the {3}^{{\prime} } exon end, whereas Branaplam favors A−3G−2A−1-ending exons. However, determinants of specificity remain unclear, as many motif-matching exons are not induced. Here, we investigate the molecular basis of splicing-modulator specificity. Using biochemical assays, transcriptome analyses, and genetic perturbations, we identify sequence-dependent features that determine exon responsiveness to splicing-modulator induction. We further demonstrate that specificity can be reprogrammed through manipulation of U1 snRNA. These findings refine the determinants of splicing-modulator target space and may support identification of additional target exons and compounds.",nature_html,,剪接修饰化合物的特异性和外显子靶空间,剪接调节是一种既定的治疗策略，具有临床应用和靶向特定外显子以影响基因表达的潜力。小分子剪接修饰剂（例如 Risdiplam 和 Branaplam）会诱导包含通常由于较弱的 {5}^{{\prime} } 剪接位点而被跳过的外显子。 Risdiplam 优先在 {3}^{{\prime} } 外显子末端诱导具有 N−3G−2A−1 序列的外显子，而 Branaplam 则倾向于 A−3G−2A−1 结尾的外显子。然而，特异性的决定因素仍不清楚，因为许多基序匹配的外显子未被诱导。在这里，我们研究了剪接调节剂特异性的分子基础。使用生化测定、转录组分析和遗传扰动，我们确定了决定外显子对剪接调节剂诱导的反应性的序列依赖性特征。我们进一步证明，可以通过操纵 U1 snRNA 来重新编程特异性。这些发现完善了剪接调节剂靶空间的决定因素，并可能支持其他靶外显子和化合物的鉴定。,,20118cdd93d3b0ef
The BZR1-BLH1-PIF4 feedback module acts as a molecular amplifier for precise thermomorphogenesis in Arabidopsis,https://www.nature.com/articles/s41467-026-75154-x,,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Genji Qin,,"Global increases in the intensity and frequency of elevated temperatures is threatening ecosystem stability and crop yield. Understanding plant thermomorphogenesis is critical for developing climate-resilient crops, yet the underlying mechanisms remain to be clarified. Here, we identify the BEL1-LIKE HOMEODOMAIN transcription factor BLH1 as a critical negative regulator of thermomorphogenesis that modulates the key BRASSINAZOLE-RESISTANT 1 (BZR1)-PHYTOCHROME INTERACTING FACTOR 4 (PIF4) thermomorphogenic regulatory module. Overexpression of BLH1 or its homologs confers high-temperature (HT) insensitivity, whereas blh higher-order mutants exhibit HT hypersensitivity. BLH1 expression is directly repressed by BZR1 and is down-regulated by HT. We further demonstrate that BLH1 directly binds to the PIF4 promoter to repress its transcription and concurrently interacts with the PIF4 protein to inhibit its activity. Overexpression of BLH1 rescues the elongated hypocotyl phenotype in bzr1-1D or PIF4 overexpression plants. Our findings define a BZR1-BLH1-PIF4 regulatory axis that modulates the BZR1-PIF4-auxin-BR-BZR1 positive feedback loop, ensuring a balanced thermomorphogenic response to HT.",nature_html,,BZR1-BLH1-PIF4 反馈模块充当拟南芥中精确热形态发生的分子放大器,全球气温升高的强度和频率的增加正在威胁生态系统的稳定性和作物产量。了解植物热形态发生对于开发气候适应型作物至关重要，但其潜在机制仍有待阐明。在这里，我们将 BEL1-LIKE HOMEODOMAIN 转录因子 BLH1 确定为热形态发生的关键负调节因子，调节关键的BRASSINAZOLE-RESISTANT 1 (BZR1)-PHYTOCHROME INTERACTING FACTOR 4 (PIF4)热形态发生调节模块。 BLH1 或其同源物的过度表达会导致高温 (HT) 不敏感，而 blh 高阶突变体则表现出 HT 超敏性。 BLH1 表达受 BZR1 直接抑制，并受 HT 下调。我们进一步证明BLH1直接结合PIF4启动子以抑制其转录，同时与PIF4蛋白相互作用以抑制其活性。 BLH1 的过表达可挽救 bzr1-1D 或 PIF4 过表达植物中伸长的下胚轴表型。我们的研究结果定义了 BZR1-BLH1-PIF4 调节轴，该轴调节 BZR1-PIF4-生长素-BR-BZR1 正反馈环，确保对 HT 的平衡热形态发生反应。,,751022b6cde553c1
CSF1R regulates monocyte subset differentiation and intracellular metabolism,https://www.nature.com/articles/s41467-026-75263-7,,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Stoyan Ivanov,,"Monocytes are key circulating effectors of vascular homeostasis, innate immunity and inflammation. Following their generation in mouse bone marrow, classical (Ly6Chigh) monocytes are mobilized into the blood circulation where they mature into non-classical (Ly6Clow) patrolling monocytes or are recruited into peripheral tissues where they differentiate into tissue resident or inflammatory macrophages. Monocytes and macrophages express CSF1R (CD115), the receptor for lineage-specific growth factors CSF1 and IL-34. Here, we report that acute CSF1R blockade or genetic deletion negatively interferes with monocyte intracellular metabolism and reduces blood Ly6Clow monocytes in part by blunting differentiation of Ly6Chigh monocytes. Based upon lineage-specific deletion of Glutamine-Fructose-6-Phosphate Transaminase 1 (GFPT1), the hexosamine biosynthetic pathway (HBP) is identified as an important regulator of CSF1R expression and monocyte subsets. Inhibition of receptor tyrosine kinases CSF1R and FLT3 rewires and partially impairs metabolic activity in human monocytes. Our findings provide insights into the link between CSF1R signaling, metabolic regulation, and monocyte survival and differentiation.",nature_html,,CSF1R 调节单核细胞亚群分化和细胞内代谢,单核细胞是血管稳态、先天免疫和炎症的关键循环效应器。在小鼠骨髓中产生后，经典 (Ly6Chigh) 单核细胞被动员到血液循环中，在那里它们成熟为非经典 (Ly6Clow) 巡逻单核细胞，或者被招募到外周组织中，在那里它们分化为组织驻留或炎症巨噬细胞。单核细胞和巨噬细胞表达 CSF1R (CD115)，即谱系特异性生长因子 CSF1 和 IL-34 的受体。在这里，我们报告说，急性 CSF1R 阻断或基因缺失会负面干扰单核细胞的细胞内代谢，并部分通过削弱 Ly6Chigh 单核细胞的分化来减少血液 Ly6Clow 单核细胞。基于谷氨酰胺-果糖-6-磷酸转氨酶 1 (GFPT1) 的谱系特异性缺失，己糖胺生物合成途径 (HBP) 被确定为 CSF1R 表达和单核细胞亚群的重要调节因子。抑制受体酪氨酸激酶 CSF1R 和 FLT3 重新连接并部分损害人类单核细胞的代谢活动。我们的研究结果提供了对 CSF1R 信号传导、代谢调节以及单核细胞存活和分化之间联系的见解。,,8fd8cd59a1514002
Cryo-EM structure of African horse sickness virus VP2 receptor-binding protein enables nanoparticle vaccine design,https://www.nature.com/articles/s41467-026-75067-9,,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Nicola GA Abrescia,,"African horse sickness virus (AHSV) is a lethal equine pathogen with no licensed vaccine other than vaccines containing attenuated virus, which pose safety risks. Endemic to sub-Saharan Africa, AHSV has caused epizootics in Spain and Portugal, Cyprus, Morocco, the Middle East, India and Pakistan and, most recently, Thailand. Here, we resolve the 3.11 Å cryo-EM structure of full-length VP2 from AHSV serotype 4, adopting its native triskelion architecture and shedding light on an α-helical domain anchoring the triskelion core, which is absent in other structurally characterized orbiviruses. Structure-guided mapping identified a subdomain of VP2 as a key target of neutralizing antibodies. Displayed on nanoparticles using the SpyCatcher/SpyTag technology, the domain conferred complete protection from clinical disease after viral challenge infection in mice and elicited robust and long-lasting immune responses in horses, the target species of AHSV. These findings provide a structural blueprint for the next generation of recombinant vaccines against AHSV and related orbiviruses.",nature_html,,非洲马瘟病毒 VP2 受体结合蛋白的冷冻电镜结构使纳米颗粒疫苗设计成为可能,非洲马瘟病毒（AHSV）是一种致命的马病原体，除了含有减毒病毒的疫苗外，没有获得许可的疫苗，存在安全风险。 AHSV 是撒哈拉以南非洲地区的流行病，已在西班牙、葡萄牙、塞浦路斯、摩洛哥、中东、印度和巴基斯坦以及最近的泰国引发动物流行。在这里，我们解析了 AHSV 血清型 4 的全长 VP2 的 3.11 Å 冷冻电镜结构，采用其天然的 triskelion 结构，并揭示了锚定 triskelion 核心的 α 螺旋结构域，这在其他结构特征的环状病毒中是不存在的。结构引导映射将 VP2 的一个子结构域确定为中和抗体的关键靶点。该结构域利用 SpyCatcher/SpyTag 技术显示在纳米颗粒上，为小鼠在病毒攻击感染后提供了针对临床疾病的完全保护，并在 AHSV 的目标物种马中引发了强大而持久的免疫反应。这些发现为下一代针对 AHSV 和相关环状病毒的重组疫苗提供了结构蓝图。,,19b34f4afe3a1af6
Reprogramming macrophage immunometabolism via glutamine antagonism potentiates colorectal cancer therapy in mice,https://www.nature.com/articles/s41467-026-75208-0,,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00+00:00,,Gaofei Wei,,"Colorectal cancer (CRC) often exhibits a suppressive tumor microenvironment that is associated with elevated glutamine metabolism and induction of immunosuppressive macrophages. Glutamine antagonists such as 6-diazo-5-oxo-L-norleucine (DON) and its prodrug JHU-083 can limit tumor growth, but their toxicity and immune cell selectivity remain suboptimal. Here, we conjugate DON with the macrophage-targeting moiety artesunate to develop WGF-T17 (T17), which blocks glutamine metabolism in macrophages. In vitro, T17 rewires macrophage metabolism toward glycolysis, inducing lactate buildup and histone lactylation, enhancing mitochondrial fission and phagocytic activity, and thereby reprogramming macrophages to an inflammatory state. In vivo, T17 controls tumor growth better than JHU-083 via macrophage-dependent pathways, and also increases the efficacy of immunotherapy, chemotherapy and anti-angiogenic therapy in female mice carrying subcutaneous CRC tumors. Our findings thus hint T17 as a promising treatment strategy for CRC by targeting macrophage glutamine metabolism to reverse immune suppression.",nature_html,,通过谷氨酰胺拮抗作用重编程巨噬细胞免疫代谢可增强小鼠结直肠癌治疗,结直肠癌 (CRC) 通常表现出抑制性肿瘤微环境，该微环境与谷氨酰胺代谢升高和免疫抑制巨噬细胞的诱导有关。谷氨酰胺拮抗剂，如 6-重氮-5-氧代-L-正亮氨酸 (DON) 及其前药 JHU-083 可以限制肿瘤生长，但其毒性和免疫细胞选择性仍然不理想。在这里，我们将 DON 与巨噬细胞靶向部分青蒿酯结合，开发出 WGF-T17 (T17)，它可以阻断巨噬细胞中的谷氨酰胺代谢。在体外，T17 将巨噬细胞代谢重新连接至糖酵解，诱导乳酸积累和组蛋白乳酸化，增强线粒体裂变和吞噬细胞活性，从而将巨噬细胞重新编程为炎症状态。在体内，T17 通过巨噬细胞依赖性途径比 JHU-083 更好地控制肿瘤生长，并且还提高了携带皮下 CRC 肿瘤的雌性小鼠的免疫治疗、化疗和抗血管生成治疗的疗效。因此，我们的研究结果表明，T17 通过靶向巨噬细胞谷氨酰胺代谢来逆转免疫抑制，是一种有前途的 CRC 治疗策略。,,b31595dfdd2c9cda
